,Type,Spot,Strike,Rate,Dividend,Maturity,Volatility,Price_digital,Price_spread,Delta_digital,Delta_spread,Gamma_digital,Gamma_spread,Vega_digital,Vega_spread,Theta_digital,Theta_spread,Rho_digital,Rho_spread
12/03/2022,C,38904.011719,47000,0.0,0.04,15,0.8073,106.19228645612417,106.21612315617313,0.10548675676700466,0.105480182724967,0.0069830309725660514,0.006981757801646188,231.67400975969483,231.63177013439932,-223334.21722543848,-611.7616213519321,39.24113291794712,39.23843125685578
13/03/2022,C,37849.664063,47000,0.0,0.04,14,0.8063,72.1652763325118,72.18379814207765,0.12061181607474396,0.12060458784554483,0.009944133204989925,0.009942508121683867,307.5379847796364,307.4877265182892,-318419.3671843482,-872.237894193979,42.42645000127165,42.42367752979282
14/03/2022,C,39666.753906,47000,0.0,0.04,13,0.8232,119.24916298700799,119.27644143543148,0.10750020721166509,0.10749297287748139,0.007081423148804326,0.007079998941735611,207.62344649108044,207.58168952038972,-235639.22909723327,-645.4555128436205,34.72610119867524,34.72352458648177
15/03/2022,C,39338.785156,47000,0.0,0.04,12,0.8205,100.40321362395859,100.4283896522793,0.11783609003769066,0.11782810441515194,0.00895406617247029,0.00895232660464816,241.53900146340408,241.49207602568535,-296689.4897558421,-812.6883659351632,35.45296110828187,35.450335698118984
16/03/2022,C,41143.929688,47000,0.0,0.04,11,0.8447,161.32926881988573,161.3647670901628,0.10340562823542829,0.10339771582740644,0.005940108376224218,0.00593863070974228,151.21563013523993,151.17801360465393,-207782.51402040815,-569.1235984341155,28.149641386019486,28.1472568247036
17/03/2022,C,40951.378906,47000,0.0,0.04,10,0.8032,133.29756878243964,133.33201909927084,0.12145382500179173,0.12144403262123966,0.008934471283186465,0.008932288901261222,196.60732423713338,196.55929987657396,-283336.72715968796,-776.0732132216126,30.535294521038836,30.532611677049648
18/03/2022,C,41801.15625,47000,0.0,0.04,9,0.7633,147.74080024026236,147.7817771901755,0.13033981343777037,0.13032787208804536,0.010073140004248806,0.010070286799458436,189.5875339375014,189.53383349659953,-288230.5191229926,-789.446244069016,29.6728307106831,29.669886268284394
19/03/2022,C,42190.652344,47000,0.0,0.04,8,0.7469,149.2958703257129,149.3405997703121,0.1407924913760234,0.14077847411701966,0.011827121118782402,0.011823493696553571,193.6148331752017,193.55545078264583,-324261.9590822948,-888.1132606989066,28.66684742488184,28.663775148915
20/03/2022,C,41247.824219,47000,0.0,0.04,7,0.7701,99.45931909148287,99.49419982876861,0.16480016152691837,0.16478461121796306,0.018203293947060963,0.018198493387478948,268.8451963847166,268.7742967230792,-533184.8170645848,-1460.3920260867478,29.687702210641874,29.68471995960995
21/03/2022,C,41077.996094,47000,0.0,0.04,6,0.7623,75.8516943903962,75.8827834481508,0.19259440126379898,0.19257558191248764,0.026322762052873348,0.026315900052383937,329.8494495272113,329.7634620810797,-757105.7732138357,-2073.7182195086707,30.01551801596695,30.012424423970888
22/03/2022,C,42358.808594,47000,0.0,0.04,5,0.7467,107.55388698417612,107.59894043940221,0.19683680478693089,0.1968137707017119,0.025951793614606283,0.025943273454090678,265.45485331543165,265.36770257764545,-715611.7850513326,-1959.9320027416975,25.594082847524774,25.59092749338614
23/03/2022,C,42892.957031,47000,0.0,0.04,4,0.7029,99.3214371189357,99.37194407302741,0.2389418917244036,0.23890922214680171,0.03935157999642745,0.03933681014702439,303.12575977522033,303.01198742289716,-962560.9523221597,-2636.1572419311647,25.089522380756556,25.085942153071386
24/03/2022,C,43960.933594,47000,0.0,0.04,3,0.6774,130.3935776441888,130.4670413983331,0.2647255280835125,0.26467955073995,0.045826702459716206,0.045803809648967284,255.14801298256245,255.020553338641,-1040837.668175852,-2850.17606903058,20.93634477398733,20.932565814236565
25/03/2022,C,44348.730469,47000,0.0,0.04,2,0.6434,106.09690033243358,106.17877756567395,0.3625691134859573,0.362491471468324,0.09134752311371269,0.09129395308366277,322.04381573349445,321.8549556933142,-1876224.5287273012,-5137.311869562994,19.318855533477112,19.314601176346816
26/03/2022,C,44500.828125,47000,0.0,0.04,1,0.6462,50.96338743490624,51.02930449834275,0.6074819606499242,0.6073217270028479,0.28768040480800605,0.28749153555148144,509.31254133406424,508.97816513246124,-5982099.918407824,-16378.528709730781,16.369368784929428,16.364978821997283
27/03/2022,C,46820.492188,47000,0.0,0.04,0,0.6834,0.0,0.0,,,,,,,,,,
